ID,Causal claim,Independent variable (coded),Dependent variable (coded),Relationship,sentence_id,source,final_sentence_id
3132,"Lack of foreign currency caused by capital flight and the direct and indirect damage caused to the export sector, particularly agricultural exports (coffee, cotton and sugarcane), which caused a balance of payments crisis that forced the government to ration foreign currency. This significantly reduced the ability to import food. Consequently, the availability of food decreased, putting upward pressure on domestic price levels.",Foreign currency,Food imports,Positive,1011,ronak_patel_csv,1178
3133,"Lack of foreign currency caused by capital flight and the direct and indirect damage caused to the export sector, particularly agricultural exports (coffee, cotton and sugarcane), which caused a balance of payments crisis that forced the government to ration foreign currency. This significantly reduced the ability to import food. Consequently, the availability of food decreased, putting upward pressure on domestic price levels.",Food imports,Food prices,Negative,1012,ronak_patel_csv,1178
3139,"The vast economic aid (financial and in kind) from the United States,14 which contributed to keeping the economic apparatus functioning by providing foreign currency, which was used to import food, raw materials, intermediate goods and capital goods, and the subsequent devaluation of 1986 in the subsequent period15 contributed to preventing the implementation of adjustment measures with high social costs.",Aid (international),Implementation of adjustment measures with social implications,Negative,890,ronak_patel_csv,1057
3140,"The appearance of and constant growth in family remittances, which brought foreign currency into the country that was received directly by the poor population, gradually contributed to overcoming the balance of payment crisis from the second half of the 1980s, and increased income and consumption among recipient families, which in turn counteracted the loss of household income caused by the extremely high unemployment during that period.",Remittances,Magnitude of balance of payment crisis,Negative,1013,ronak_patel_csv,1179
3141,"The appearance of and constant growth in family remittances, which brought foreign currency into the country that was received directly by the poor population, gradually contributed to overcoming the balance of payment crisis from the second half of the 1980s, and increased income and consumption among recipient families, which in turn counteracted the loss of household income caused by the extremely high unemployment during that period.",Remittances,Income,Positive,1013,ronak_patel_csv,1179
3142,"The appearance of and constant growth in family remittances, which brought foreign currency into the country that was received directly by the poor population, gradually contributed to overcoming the balance of payment crisis from the second half of the 1980s, and increased income and consumption among recipient families, which in turn counteracted the loss of household income caused by the extremely high unemployment during that period.",Remittances,Livelihoods,Positive,1013,ronak_patel_csv,1179
3143,"The most important measures that affected the relationships between the conflict and food security were the economic reforms of 1980, which included nationalization of private banks and foreign trade in coffee, cotton and sugarcane, and implementation of agrarian reform.... The reforms of 1980 reinforced the negative effects of the war on the farming industry, as they caused a strong outflow of private capital and the abandonment of many farms, as well as a reduction in private sector lending.",Nationalization of private banks and foreign trade,Capital flight,Positive,1014,ronak_patel_csv,1180
3144,"the stabilization and adjustment measures implemented by the various governments during the 1980-1986 period had high social costs, especially due to the constant increase in inflation, the reduction in social expenditure and the drastic fall in real wages as a consequence of the passive wage policy implemented during that period.",Scale of stabilization/adjustment measures,Inflation,Positive,1015,ronak_patel_csv,1181
3147,"Forced displacement of people, families and communities, a phenomenon that had completely disappeared since the end of the civil war, but which started to re-emerge in 2014 in both urban and rural areas. This directly affects the food security of victims due them suddenly having to leave their original homes and the consequent temporary or permanent abandonment of their property, workplaces and, in the case of the rural population, temporary or permanent abandonment of their crops and land.",Displacement,Abandonment of farms and property,Positive,1016,ronak_patel_csv,1182
3148,"Forced displacement of people, families and communities, a phenomenon that had completely disappeared since the end of the civil war, but which started to re-emerge in 2014 in both urban and rural areas. This directly affects the food security of victims due them suddenly having to leave their original homes and the consequent temporary or permanent abandonment of their property, workplaces and, in the case of the rural population, temporary or permanent abandonment of their crops and land.",Displacement,Abandonment of businesses,Positive,1016,ronak_patel_csv,1182
3150,"The causes leading to people to resort to displacement are the murder or disappearance of a family member, threats and extortion.",Murder or disappearance of a family member,Displacement,Positive,1017,ronak_patel_csv,1183
3151,"The causes leading to people to resort to displacement are the murder or disappearance of a family member, threats and extortion.",Threats,Displacement,Positive,1017,ronak_patel_csv,1183
3152,"The causes leading to people to resort to displacement are the murder or disappearance of a family member, threats and extortion.",Extortion,Displacement,Positive,1017,ronak_patel_csv,1183
3168,"In addition, it found a positive relationship between food security and migration in the three countries20; a proven relationship between food security and migration, in particular migration and violence and, to a lesser extent, between food security and violence (IOM and WFP, 2015).",Food security,Migration,Negative,1018,ronak_patel_csv,1184
3169,"In addition, it found a positive relationship between food security and migration in the three countries20; a proven relationship between food security and migration, in particular migration and violence and, to a lesser extent, between food security and violence (IOM and WFP, 2015).",Violence (general),Migration,Positive,1018,ronak_patel_csv,1184
3170,"In addition, it found a positive relationship between food security and migration in the three countries20; a proven relationship between food security and migration, in particular migration and violence and, to a lesser extent, between food security and violence (IOM and WFP, 2015).",Violence (general),Food security,Negative,1018,ronak_patel_csv,1184
3171,"The relationship between food security and violent conflict has basically been the same: floods, droughts, rises in international food prices or a decrease in the prices of traditional export products immediately causes poverty and hunger, which forces families and communities to take desperate action to survive, including migration from the countryside to the city or abroad, minor crime to obtain food, and risky action such as illegal migration.",Disasters,Food security,Positive,1019,ronak_patel_csv,1185
3172,"The relationship between food security and violent conflict has basically been the same: floods, droughts, rises in international food prices or a decrease in the prices of traditional export products immediately causes poverty and hunger, which forces families and communities to take desperate action to survive, including migration from the countryside to the city or abroad, minor crime to obtain food, and risky action such as illegal migration.",Food prices,Food security,Positive,1019,ronak_patel_csv,1185
3173,"The relationship between food security and violent conflict has basically been the same: floods, droughts, rises in international food prices or a decrease in the prices of traditional export products immediately causes poverty and hunger, which forces families and communities to take desperate action to survive, including migration from the countryside to the city or abroad, minor crime to obtain food, and risky action such as illegal migration.",Traditional export prices,Food security,Negative,1019,ronak_patel_csv,1185
3174,"The relationship between food security and violent conflict has basically been the same: floods, droughts, rises in international food prices or a decrease in the prices of traditional export products immediately causes poverty and hunger, which forces families and communities to take desperate action to survive, including migration from the countryside to the city or abroad, minor crime to obtain food, and risky action such as illegal migration.",Food security,Migration,Positive,1019,ronak_patel_csv,1185
3175,"The relationship between food security and violent conflict has basically been the same: floods, droughts, rises in international food prices or a decrease in the prices of traditional export products immediately causes poverty and hunger, which forces families and communities to take desperate action to survive, including migration from the countryside to the city or abroad, minor crime to obtain food, and risky action such as illegal migration.",Food security,Criminality,Positive,1019,ronak_patel_csv,1185
3176,"The relationship between food security and violent conflict has basically been the same: floods, droughts, rises in international food prices or a decrease in the prices of traditional export products immediately causes poverty and hunger, which forces families and communities to take desperate action to survive, including migration from the countryside to the city or abroad, minor crime to obtain food, and risky action such as illegal migration.",Food security,Irregular migration and associated risks,Positive,1019,ronak_patel_csv,1185
3179,"The impact of the measures has been important in terms of better land distribution but the fundamental problems of access to land and productive use of it have continued due to the absence of a comprehensive policy to transform agricultural production and comprehensive programmes to support agricultural
producers. In this sense, the experience of El Salvador is important because it points to the need to supplement land distribution policies with comprehensive policies to support agricultural production, especially food production which, in the case of El Salvador, is mainly in the hands of small-scale producers living in poverty.",Policy intervention for fairer land distribution/access to land by the poorest peasants,Agricultural production,Positive,1021,ronak_patel_csv,1187
3180,"The impact of the measures has been important in terms of better land distribution but the fundamental problems of access to land and productive use of it have continued due to the absence of a comprehensive policy to transform agricultural production and comprehensive programmes to support agricultural
producers. In this sense, the experience of El Salvador is important because it points to the need to supplement land distribution policies with comprehensive policies to support agricultural production, especially food production which, in the case of El Salvador, is mainly in the hands of small-scale producers living in poverty.",Supplemental poilcy to support agric prod,Agricultural production,Positive,1021,ronak_patel_csv,1187
3256,"On the supply side, both Huthi/Saleh forces and the Hadi government and its Saudi-led coalition allies repeatedly have hindered the movement of aid and com- mercial goods to the population. Huthi/Saleh violations are most egregious in the city of Taiz, where their fighters have enforced a full or partial blockade since 2015, with devastating humanitarian consequences. They routinely interfere with the work of humanitarians, at times demanding the diversion of aid to themselves or denying aid workers access to populations in need, revoking visas or even detaining them.4 They heavily tax all imports into their areas in part to finance the war effort and also run a black market in fuel, enriching military elites while driving prices up for trans- port of vital commodities",Access to aid,Food aid,Positive,1022,ronak_patel_csv,1188
3257,"The Saudi-led coalition has strangled the flow of commodities into the country’s largest and most important port, Hodeida, which is under Huthi/Saleh control. Yemen is over 90 per cent dependent on imports for staple commodities such as wheat and rice; the UN estimates that 80 per cent of all imports for the north currently pass through Hodeida.6 Under the cover of UN Security Council Resolution 2216 (April 2015), which called for an arms embargo against Huthi/Saleh forces, the Saudi-led coalition aggressively imposed a naval blockade for the first year of the war. Three months after their military intervention, only 15 per cent of pre-war imports were entering the country, prompting UN humanitarian agencies to issue initial famine warnings",Military intervention on ports,Percent of imports,Negative,1023,ronak_patel_csv,1189
3258,"A critical component of the purchasing power crisis is the inability of the central bank to consistently pay public-sector salaries since August 2016. This is a product of shrinking state finances, an acute liquidity crisis and the bank’s inability to move financial resources between areas controlled by conflict parties. The issue has be- come deeply politicised. Prior to President Hadi’s 19 September decision to move the central bank from Sanaa to Aden, there had been a tacit agreement between the war- ring sides to allow the institution to function relatively free of interference. Diplo- mats and economists widely agreed that the bank had remained largely impartial, facilitating the import of an increasingly limited list of basic commodities, protecting the value of the riyal and paying public-sector salaries nationally under increasingly difficult economic circumstances. But this did not last. Without revenues from hydro- carbons, which accounted for approximately half the government’s budget in 2014, or donor support, both solvency and immediate liquidity came under immense strain.11",Political interference in central bank's functioning,Payment of public sector salaries,Negative,1024,ronak_patel_csv,1190
3259,"They heavily tax all imports into their areas in part to finance the war effort and also run a black market in fuel, enriching military elites while driving prices up for trans- port of vital commodities.5",Taxation (imports),Transport costs,Positive,1025,ronak_patel_csv,1191
3260,"The more acute current problem, however, is on the demand side. Notwithstanding mounting challenges, food is still widely available in the markets, including Sanaa. Yet, Yemenis throughout the country increasingly are unable to purchase it. After two years of ground fighting and air bombardment, the economy is in tatters. Fami- lies and communities are approaching a breaking point, having sold their assets, spent their savings and exhausted extended networks of support.",Conflict duration,Purchasing power,Negative,1026,ronak_patel_csv,1192
309,"When compared to pre-conflict averages, the ongoing civil war in the Syrian Arab Republic has led to a halving in livestock and a reduction in wheat production by 40 percent21 – losses that are expected to deteriorate further as the conflict persists.",Armed conflict,Livestock,Negative,1027,ronak_patel_csv,1193
310,"When compared to pre-conflict averages, the ongoing civil war in the Syrian Arab Republic has led to a halving in livestock and a reduction in wheat production by 40 percent21 – losses that are expected to deteriorate further as the conflict persists.",Armed conflict,Agricultural production,Negative,1027,ronak_patel_csv,1193
311,"During Angola’s long civil conflict, agriculture production as a share of GNP fell from 29 percent in 1991 to 6 percent in 2000",Armed conflict,Agricultural production,Negative,1028,ronak_patel_csv,1194
312,"both oil palm and rice production decreased by over a quarter. Production declines of some crops continued in the years immediately following the end of the war, including coffee, whilst others took years to recover to pre-war levels, including cocoa and sugar cane",Armed conflict,Agricultural production,Negative,1029,ronak_patel_csv,1195
315,"Food insecurity may be one of a number of causes for conflict, and may act as a channel through which wider socio-economic and political grievances are expressed, including those relating to poverty, unemployment, low incomes, unpaid salaries, marginalization, governance and access to basic services28. In 2008, for example, high global food prices contributed to civil unrest in more than 40 countries.",Food prices,Civil and social unrest,Positive,1030,ronak_patel_csv,1196
1098,"Prevalence of undernourishment (PoU), which measures absolute food deprivation, is six times greater in the conflict countries3 of the region such as Yemen, Iraq, the Sudan, Syria and Libya than that in non-conflict countries and the level of severe food insecurity4 in the conflict countries is twice that in other countries.5",Armed conflict,Malnutrition,Positive,1031,ronak_patel_csv,1197
1099,"Prevalence of undernourishment (PoU), which measures absolute food deprivation, is six times greater in the conflict countries3 of the region such as Yemen, Iraq, the Sudan, Syria and Libya than that in non-conflict countries and the level of severe food insecurity4 in the conflict countries is twice that in other countries.6",Armed conflict,Food security,Negative,1032,ronak_patel_csv,1198
1100,"As with the Sudan, Syria pointed to the challenge of micronutrient deficiency and undernutrition, especially in the post-conflict context where access to food is severely eroded.",Access to food,Micronutrient deficiency,Negative,1033,ronak_patel_csv,1199
1101,"As with the Sudan, Syria pointed to the challenge of micronutrient deficiency and undernutrition, especially in the post-conflict context where access to food is severely eroded.",Access to food,Malnutrition,Negative,1033,ronak_patel_csv,1199
1138,"While conflict intensity or armed conflict has a significant negative effect on food security; research expenses, arable land and water access are found to be positive determinants of food security in West Africa.",Armed conflict,Food security,Negative,1034,ronak_patel_csv,1200
1139,"While conflict intensity or armed conflict has a significant negative effect on food security; research expenses, arable land and water access are found to be positive determinants of food security in West Africa.",Agricultural development,Food security,Positive,1034,ronak_patel_csv,1200
1140,"While conflict intensity or armed conflict has a significant negative effect on food security; research expenses, arable land and water access are found to be positive determinants of food security in West Africa.",Access to agricultural land,Food security,Positive,1034,ronak_patel_csv,1200
1141,"While conflict intensity or armed conflict has a significant negative effect on food security; research expenses, arable land and water access are found to be positive determinants of food security in West Africa.",Access to water,Food security,Positive,1034,ronak_patel_csv,1200
1142,"“poverty, hunger and food insecurity, unequal distribution of income, land, and other material goods, generate anger, hopelessness, a sense of unfairness and lack of social justice. These factors, in turn, provides a fertile ground for grievance and conflict exploited by individuals and groups with the desire to cause conflict – be it is an armed rebellion, civil war, revolution, national or international terrorism”",Food security,Conditions for violent conflict,Positive,1035,ronak_patel_csv,1201
1143,"“poverty, hunger and food insecurity, unequal distribution of income, land, and other material goods, generate anger, hopelessness, a sense of unfairness and lack of social justice. These factors, in turn, provides a fertile ground for grievance and conflict exploited by individuals and groups with the desire to cause conflict – be it is an armed rebellion, civil war, revolution, national or international terrorism”",Unequal distribution of land,Conditions for violent conflict,Positive,1035,ronak_patel_csv,1201
1147,"Other consequences include the illegal appropriation and use of natural resources/banditry, food shortage through the interrupted production of food and even destruction of physical and natural infrastructure",Armed conflict,Exploitation of natural resources,Positive,1036,ronak_patel_csv,1202
1148,"Other consequences include the illegal appropriation and use of natural resources/banditry, food shortage through the interrupted production of food and even destruction of physical and natural infrastructure",Armed conflict,Agricultural production (food crops),Negative,1036,ronak_patel_csv,1202
1149,"Other consequences include the illegal appropriation and use of natural resources/banditry, food shortage through the interrupted production of food and even destruction of physical and natural infrastructure",Armed conflict,Destruction of infrastructure,Positive,1036,ronak_patel_csv,1202
1150,"Other consequences include the illegal appropriation and use of natural resources/banditry, food shortage through the interrupted production of food and even destruction of physical and natural infrastructure",Agricultural production (food crops),Food availability,Positive,1036,ronak_patel_csv,1202
1151,"Other consequences include the illegal appropriation and use of natural resources/banditry, food shortage through the interrupted production of food and even destruction of physical and natural infrastructure",Destruction of infrastructure,Food availability,Negative,1036,ronak_patel_csv,1202
1152,"The influx of displaced persons is putting pressure on the existing resources and precipitate conflicts and humanitarian crises. In pointing out the crippling effect of violent conflicts, FAO (2015) reports highlights dangerous effects of armed conflicts on food security in the absence of any concerted effort to tackle the problem. The report mostly highlights the adverse impact of armed conflicts on the displacement of people and the consequent humanitarian crisis.",Armed conflict,Displacement,Positive,1037,ronak_patel_csv,1203
1153,"The influx of displaced persons is putting pressure on the existing resources and precipitate conflicts and humanitarian crises. In pointing out the crippling effect of violent conflicts, FAO (2015) reports highlights dangerous effects of armed conflicts on food security in the absence of any concerted effort to tackle the problem. The report mostly highlights the adverse impact of armed conflicts on the displacement of people and the consequent humanitarian crisis.",Displacement,Pressure on food resources,Positive,1037,ronak_patel_csv,1203
1154,"The influx of displaced persons is putting pressure on the existing resources and precipitate conflicts and humanitarian crises. In pointing out the crippling effect of violent conflicts, FAO (2015) reports highlights dangerous effects of armed conflicts on food security in the absence of any concerted effort to tackle the problem. The report mostly highlights the adverse impact of armed conflicts on the displacement of people and the consequent humanitarian crisis.",Pressure on food resources,Food security,Negative,1037,ronak_patel_csv,1203
1155,increase in both the number of active conflicts and its intensity has closely been followed by a persistent rise in international food prices notably between 2010 and early 2011,Number of active conflicts,Food prices,Positive,1038,ronak_patel_csv,1204
1156,increase in both the number of active conflicts and its intensity has closely been followed by a persistent rise in international food prices notably between 2010 and early 2011,Conflict intensity,Food prices,Positive,1038,ronak_patel_csv,1204
1159,"armed conflicts affect food security and makes access to food almost impossible. This is caused by the destruction of arable land, physical infrastructure, forest and livestock reserves and many other critical food production infrastructures. Besides, the study brought out the impacts of conflict to include displacement of labor and the unsavory use of food as a weapon of war.",Armed conflict,Destruction of crops,Positive,1040,ronak_patel_csv,1206
1160,"armed conflicts affect food security and makes access to food almost impossible. This is caused by the destruction of arable land, physical infrastructure, forest and livestock reserves and many other critical food production infrastructures. Besides, the study brought out the impacts of conflict to include displacement of labor and the unsavory use of food as a weapon of war.",Armed conflict,Destruction of infrastructure,Positive,1040,ronak_patel_csv,1206
1161,"armed conflicts affect food security and makes access to food almost impossible. This is caused by the destruction of arable land, physical infrastructure, forest and livestock reserves and many other critical food production infrastructures. Besides, the study brought out the impacts of conflict to include displacement of labor and the unsavory use of food as a weapon of war.",Armed conflict,Deforestation,Positive,1040,ronak_patel_csv,1206
1162,"armed conflicts affect food security and makes access to food almost impossible. This is caused by the destruction of arable land, physical infrastructure, forest and livestock reserves and many other critical food production infrastructures. Besides, the study brought out the impacts of conflict to include displacement of labor and the unsavory use of food as a weapon of war.",Armed conflict,Destruction of livestock,Positive,1040,ronak_patel_csv,1206
1163,"armed conflicts affect food security and makes access to food almost impossible. This is caused by the destruction of arable land, physical infrastructure, forest and livestock reserves and many other critical food production infrastructures. Besides, the study brought out the impacts of conflict to include displacement of labor and the unsavory use of food as a weapon of war.",Armed conflict,Agricultural infrastructure,Negative,1040,ronak_patel_csv,1206
1164,"armed conflicts affect food security and makes access to food almost impossible. This is caused by the destruction of arable land, physical infrastructure, forest and livestock reserves and many other critical food production infrastructures. Besides, the study brought out the impacts of conflict to include displacement of labor and the unsavory use of food as a weapon of war.",Armed conflict,Displacement,Positive,1040,ronak_patel_csv,1206
1165,"armed conflicts affect food security and makes access to food almost impossible. This is caused by the destruction of arable land, physical infrastructure, forest and livestock reserves and many other critical food production infrastructures. Besides, the study brought out the impacts of conflict to include displacement of labor and the unsavory use of food as a weapon of war.",Armed conflict,Starvation tactics,Positive,1040,ronak_patel_csv,1206
1166,"armed conflicts affect food security and makes access to food almost impossible. This is caused by the destruction of arable land, physical infrastructure, forest and livestock reserves and many other critical food production infrastructures. Besides, the study brought out the impacts of conflict to include displacement of labor and the unsavory use of food as a weapon of war.",Destruction of crops,Access to food,Negative,1040,ronak_patel_csv,1206
1167,"armed conflicts affect food security and makes access to food almost impossible. This is caused by the destruction of arable land, physical infrastructure, forest and livestock reserves and many other critical food production infrastructures. Besides, the study brought out the impacts of conflict to include displacement of labor and the unsavory use of food as a weapon of war.",Destruction of infrastructure,Access to food,Negative,1040,ronak_patel_csv,1206
1168,"armed conflicts affect food security and makes access to food almost impossible. This is caused by the destruction of arable land, physical infrastructure, forest and livestock reserves and many other critical food production infrastructures. Besides, the study brought out the impacts of conflict to include displacement of labor and the unsavory use of food as a weapon of war.",Deforestation,Access to food,Negative,1040,ronak_patel_csv,1206
1169,"armed conflicts affect food security and makes access to food almost impossible. This is caused by the destruction of arable land, physical infrastructure, forest and livestock reserves and many other critical food production infrastructures. Besides, the study brought out the impacts of conflict to include displacement of labor and the unsavory use of food as a weapon of war.",Destruction of livestock,Access to food,Negative,1040,ronak_patel_csv,1206
1170,"armed conflicts affect food security and makes access to food almost impossible. This is caused by the destruction of arable land, physical infrastructure, forest and livestock reserves and many other critical food production infrastructures. Besides, the study brought out the impacts of conflict to include displacement of labor and the unsavory use of food as a weapon of war.",Agricultural infrastructure,Access to food,Positive,1040,ronak_patel_csv,1206
1171,"armed conflicts affect food security and makes access to food almost impossible. This is caused by the destruction of arable land, physical infrastructure, forest and livestock reserves and many other critical food production infrastructures. Besides, the study brought out the impacts of conflict to include displacement of labor and the unsavory use of food as a weapon of war.",Displacement,Access to food,Negative,1040,ronak_patel_csv,1206
1172,"armed conflicts affect food security and makes access to food almost impossible. This is caused by the destruction of arable land, physical infrastructure, forest and livestock reserves and many other critical food production infrastructures. Besides, the study brought out the impacts of conflict to include displacement of labor and the unsavory use of food as a weapon of war.",Starvation tactics,Access to food,Negative,1040,ronak_patel_csv,1206
1173,finding holds among other things that the prices of wheat in Sudan increased as conflict events rose.,Armed conflict,Food prices (staples),Positive,1041,ronak_patel_csv,1207
2030,"Most evidence exists for urban social unrest in contemporary Africa, which includes studies linking the ‘Arab Spring’ uprisings to international food price shocks. More recent findings suggest global relevance. Studies of the intensive margin of violent conflict are more scarce, but point to broadly similar, positive relationships with increasing food prices.",Food prices,Civil and social unrest,Positive,1044,ronak_patel_csv,1210
2031,It is also predominantly supported for high-intensity conflict,Food prices,High-intensity conflict,Positive,1045,ronak_patel_csv,1211
2033,rising food prices and riots in Africa are associated with more political repression,Food riots,Political repression,Positive,1047,ronak_patel_csv,1213
2038,"increased grievances against the state, when agricultural deficits at the state level result in losses of tax revenues and higher food prices",Agricultural deficits,Public revenues,Negative,1048,ronak_patel_csv,1214
2039,"increased grievances against the state, when agricultural deficits at the state level result in losses of tax revenues and higher food prices",Agricultural deficits,Food prices,Positive,1048,ronak_patel_csv,1214
2040,"increased grievances against the state, when agricultural deficits at the state level result in losses of tax revenues and higher food prices",Public revenues,Social and economic grievances,Negative,1048,ronak_patel_csv,1214
2041,"increased grievances against the state, when agricultural deficits at the state level result in losses of tax revenues and higher food prices",Food prices,Social and economic grievances,Positive,1048,ronak_patel_csv,1214
1323,Declining fish stocks coupled with increasing global demand for fisheries products are contributing to a growing risk of fisheries conflict,Fish catch,Armed conflict,Negative,1049,ronak_patel_csv,1215
1324,Declining fish stocks coupled with increasing global demand for fisheries products are contributing to a growing risk of fisheries conflict,Global demand for fish,Armed conflict,Positive,1049,ronak_patel_csv,1215
1325,"This stems from some of their earlier findings that communities with higher baselines of conflict, generally, were more likely to experience fisheries conflict, specifically",Armed conflict,Fisheries conflict,Positive,1050,ronak_patel_csv,1216
1326,civil conflict depressed reported fish catch,Civil war,Fish catch,Negative,1051,ronak_patel_csv,1217
1327,armed conflict was associated with an increase in fish catch,Armed conflict,Fish catch,Positive,1052,ronak_patel_csv,1218
1328,"As food and livelihood insecurity increase, armed groups may find more willing recruits and social unrest may increase",Food security,Armed group recruitment,Negative,1053,ronak_patel_csv,1219
1329,"As food and livelihood insecurity increase, armed groups may find more willing recruits and social unrest may increase",Food security,Civil and social unrest,Negative,1053,ronak_patel_csv,1219
1330,"Armed conflict often results in widespread human population displacement, exacerbating unemployment and food insecurity through migration and market disruptions",Armed conflict,Displacement,Positive,1054,ronak_patel_csv,1220
1331,"Armed conflict often results in widespread human population displacement, exacerbating unemployment and food insecurity through migration and market disruptions",Displacement,Migration,Positive,1054,ronak_patel_csv,1220
1332,"Armed conflict often results in widespread human population displacement, exacerbating unemployment and food insecurity through migration and market disruptions",Displacement,Market activities,Negative,1054,ronak_patel_csv,1220
1333,"Armed conflict often results in widespread human population displacement, exacerbating unemployment and food insecurity through migration and market disruptions",Migration,Food security,Negative,1054,ronak_patel_csv,1220
1334,"Armed conflict often results in widespread human population displacement, exacerbating unemployment and food insecurity through migration and market disruptions",Market activities,Food security,Positive,1054,ronak_patel_csv,1220
1335,"Armed conflict often results in widespread human population displacement, exacerbating unemployment and food insecurity through migration and market disruptions",Migration,Livelihoods,Negative,1054,ronak_patel_csv,1220
1336,"Armed conflict often results in widespread human population displacement, exacerbating unemployment and food insecurity through migration and market disruptions",Market activities,Livelihoods,Positive,1054,ronak_patel_csv,1220
1337,"In 13 of 18 conflict-affected countries surveyed by Stewart et al. (2001), food production declined.",Armed conflict,Agricultural production (food crops),Negative,1055,ronak_patel_csv,1221
1338,"Children in Burundi, Rwanda, and Zimbabwe who lived through armed conflict were stunted at disproportionate rates",Armed conflict,Child stunting,Positive,1056,ronak_patel_csv,1222
1339,"Armed conflict also affects food and livelihood security by destroying critical infrastructure. Destruction of bridges, roads, and power grids impairs the production and distribution of food, medical supplies, and clean water, resulting in increased mortality",Medium-intensity conflict,Malnutrition,Positive,1057,ronak_patel_csv,1223
1340,"Armed conflict also affects food and livelihood security by destroying critical infrastructure. Destruction of bridges, roads, and power grids impairs the production and distribution of food, medical supplies, and clean water, resulting in increased mortality",Armed conflict,Destruction of infrastructure,Positive,1057,ronak_patel_csv,1223
1342,"Armed conflict also affects food and livelihood security by destroying critical infrastructure. Destruction of bridges, roads, and power grids impairs the production and distribution of food, medical supplies, and clean water, resulting in increased mortality",Armed conflict,Destruction of power grids,Positive,1057,ronak_patel_csv,1223
1343,"Armed conflict also affects food and livelihood security by destroying critical infrastructure. Destruction of bridges, roads, and power grids impairs the production and distribution of food, medical supplies, and clean water, resulting in increased mortality",Destruction of infrastructure,Agricultural production (food crops),Negative,1057,ronak_patel_csv,1223
1345,"Armed conflict also affects food and livelihood security by destroying critical infrastructure. Destruction of bridges, roads, and power grids impairs the production and distribution of food, medical supplies, and clean water, resulting in increased mortality",Destruction of power grids,Agricultural production (food crops),Negative,1057,ronak_patel_csv,1223
1346,"Armed conflict also affects food and livelihood security by destroying critical infrastructure. Destruction of bridges, roads, and power grids impairs the production and distribution of food, medical supplies, and clean water, resulting in increased mortality",Destruction of infrastructure,Food distribution,Negative,1057,ronak_patel_csv,1223
1348,"Armed conflict also affects food and livelihood security by destroying critical infrastructure. Destruction of bridges, roads, and power grids impairs the production and distribution of food, medical supplies, and clean water, resulting in increased mortality",Destruction of power grids,Food distribution,Negative,1057,ronak_patel_csv,1223
2868,"Yemen is highly dependent on imported food, and the current armed conflict has blocked food transportation, which has caused a food crisis",Armed conflict,Transport of food and crops,Negative,1058,ronak_patel_csv,1224
2869,"Yemen is highly dependent on imported food, and the current armed conflict has blocked food transportation, which has caused a food crisis",Transport of food and crops,Food crisis,Negative,1058,ronak_patel_csv,1224
2870,"Yemen is highly dependent on imported food, and the current armed conflict has blocked food transportation, which has caused a food crisis",Food availability,Food prices,Negative,1058,ronak_patel_csv,1224
2871,Yemen is facing the largest food security emergency in the world because of a severe decline in agriculture production,Agricultural production,Food crisis,Negative,1059,ronak_patel_csv,1225
2872,"This clearly indicates a relationship between malnutrition and the practice of infant and young child feeding in these communities; this age is a period for physical growth and an increase in metabolic demands. Therefore, more energy and nutrients, more than what is provided by breast milk and complementary feeding, are needed",Breastfeeding,Malnutrition (child),Negative,1060,ronak_patel_csv,1226
2873,"Food prices have sharply increased in local markets, which deprives the majority of this survey population who depend on the local market to get their daily food.",Food prices,Purchasing power,Negative,1061,ronak_patel_csv,1227
2874,"In addition to high prices, other challenges include a reduction in family income from farming, fishing, or governmental salaries",Income (farming),Purchasing power,Positive,1062,ronak_patel_csv,1228
2875,Borrowing food was observed to be the first step to mitigate the adverse effect of food insecurity at the household level in Yemen,Food security,Borrowing,Positive,1063,ronak_patel_csv,1229
2876,"Unfortunately, households in Yemen also chose among these tough options, including sending their children to live with other families.",Food security,Families sending children to live with other families,Positive,1064,ronak_patel_csv,1230
442,"We find that severe food price shocks, precipitated by multiple breadbasket failures, can severely impact a country’s GDP and its ability to purchase and consume a sufficient amount of food, resulting in an increase in civil conflict and related casualties. A sharp population increase, as potentially caused by an immigration surge, was found to have a similar impact, though not as strong.",Food prices,Gross Domestic Product (GDP),Negative,1066,ronak_patel_csv,1232
443,"We find that severe food price shocks, precipitated by multiple breadbasket failures, can severely impact a country’s GDP and its ability to purchase and consume a sufficient amount of food, resulting in an increase in civil conflict and related casualties. A sharp population increase, as potentially caused by an immigration surge, was found to have a similar impact, though not as strong.",Food prices,Caloric intake,Negative,1066,ronak_patel_csv,1232
444,"We find that severe food price shocks, precipitated by multiple breadbasket failures, can severely impact a country’s GDP and its ability to purchase and consume a sufficient amount of food, resulting in an increase in civil conflict and related casualties. A sharp population increase, as potentially caused by an immigration surge, was found to have a similar impact, though not as strong.",In-migration,Gross Domestic Product (GDP),Negative,1066,ronak_patel_csv,1232
445,"We find that severe food price shocks, precipitated by multiple breadbasket failures, can severely impact a country’s GDP and its ability to purchase and consume a sufficient amount of food, resulting in an increase in civil conflict and related casualties. A sharp population increase, as potentially caused by an immigration surge, was found to have a similar impact, though not as strong.",In-migration,Caloric intake,Negative,1066,ronak_patel_csv,1232
